year,quarter,level,entity,registered_users
2021,1,districts,budgam,67920
2021,1,districts,kathua,62777
2021,1,districts,anantnag,61151
2021,1,districts,kupwara,59485
2021,1,districts,udhampur,58664
2021,1,districts,samba,53123
2021,1,districts,rajouri,47092
2021,1,pincodes,182101,31390
2021,1,pincodes,180001,24595
2021,1,pincodes,193201,22099
2021,1,pincodes,180020,19151
2021,1,pincodes,180005,18879
2021,1,pincodes,192231,17958
2021,1,pincodes,181133,17860
2021,1,pincodes,190001,17690
2021,1,pincodes,180012,16221
2021,1,pincodes,184121,16051
2021,2,districts,jammu,329625
2021,2,districts,srinagar,114498
2021,2,districts,baramulla,97258
2021,2,districts,budgam,72750
2021,2,districts,kathua,67569
2021,2,districts,anantnag,65592
2021,2,districts,kupwara,63957
2021,2,districts,udhampur,63296
2021,2,districts,samba,57066
2021,2,districts,rajouri,50772
2021,2,pincodes,182101,33659
2021,2,pincodes,180001,26276
2021,2,pincodes,193201,23642
2021,2,pincodes,180020,20467
2021,2,pincodes,180005,20198
2021,2,pincodes,192231,19265
2021,2,pincodes,181133,19148
2021,2,pincodes,190001,18895
2021,2,pincodes,180012,17346
2021,2,pincodes,184121,17237
2021,3,districts,jammu,354280
2021,3,districts,srinagar,122752
2021,3,districts,baramulla,104763
2021,3,districts,budgam,78298
2021,3,districts,kathua,73280
2021,3,districts,anantnag,70633
2021,3,districts,kupwara,69102
2021,3,districts,udhampur,68452
2021,3,districts,samba,61677
2021,3,districts,rajouri,55013
2021,3,pincodes,182101,36192
2021,3,pincodes,180001,28186
2021,3,pincodes,193201,25344
2021,3,pincodes,180020,21927
2021,3,pincodes,180005,21649
2021,3,pincodes,192231,20723
2021,3,pincodes,181133,20600
2021,3,pincodes,190001,20246
2021,3,pincodes,184121,18662
2021,3,pincodes,180012,18569
2021,4,districts,jammu,378618
2021,4,districts,srinagar,130968
2021,4,districts,baramulla,112175
2021,4,districts,budgam,83726
2021,4,districts,kathua,78693
2021,4,districts,anantnag,75622
2021,4,districts,kupwara,74136
2021,4,districts,udhampur,73525
2021,4,districts,samba,66057
2021,4,districts,rajouri,59304
2021,4,pincodes,182101,38671
2021,4,pincodes,180001,30020
2021,4,pincodes,193201,27105
2021,4,pincodes,180020,23401
2021,4,pincodes,180005,23128
2021,4,pincodes,192231,22118
2021,4,pincodes,181133,22005
2021,4,pincodes,190001,21611
2021,4,pincodes,184121,20002
2021,4,pincodes,180012,19767
2022,1,districts,jammu,401675
2022,1,districts,srinagar,138727
2022,1,districts,baramulla,119475
2022,1,districts,budgam,88994
2022,1,districts,kathua,83944
2022,1,districts,anantnag,80434
2022,1,districts,kupwara,78894
2022,1,districts,udhampur,78353
2022,1,districts,samba,70288
2022,1,districts,rajouri,63232
2022,1,pincodes,182101,41063
2022,1,pincodes,180001,31758
2022,1,pincodes,193201,28829
2022,1,pincodes,180020,24799
2022,1,pincodes,180005,24442
2022,1,pincodes,192231,23555
2022,1,pincodes,181133,23359
2022,1,pincodes,190001,22898
2022,1,pincodes,184121,21297
2022,1,pincodes,180012,20947
2022,2,districts,jammu,423398
2022,2,districts,srinagar,146169
2022,2,districts,baramulla,126067
2022,2,districts,budgam,93893
2022,2,districts,kathua,88764
2022,2,districts,anantnag,84898
2022,2,districts,kupwara,83470
2022,2,districts,udhampur,82705
2022,2,districts,samba,74186
2022,2,districts,rajouri,66893
2022,2,pincodes,182101,43312
2022,2,pincodes,180001,33417
2022,2,pincodes,193201,30410
2022,2,pincodes,180020,26109
2022,2,pincodes,180005,25723
2022,2,pincodes,192231,24821
2022,2,pincodes,181133,24618
2022,2,pincodes,190001,24126
2022,2,pincodes,184121,22450
2022,2,pincodes,180012,22048
2022,3,districts,jammu,445345
2022,3,districts,srinagar,153729
2022,3,districts,baramulla,132526
2022,3,districts,budgam,98698
2022,3,districts,kathua,93084
2022,3,districts,anantnag,89184
2022,3,districts,kupwara,87867
2022,3,districts,udhampur,86915
2022,3,districts,samba,78092
2022,3,districts,rajouri,70231
2022,3,pincodes,182101,45610
2022,3,pincodes,180001,35165
2022,3,pincodes,193201,31990
2022,3,pincodes,180020,27497
2022,3,pincodes,180005,27083
2022,3,pincodes,192231,26129
2022,3,pincodes,181133,25935
2022,3,pincodes,190001,25369
2022,3,pincodes,184121,23655
2022,3,pincodes,180012,23216
2022,4,districts,jammu,465635
2022,4,districts,srinagar,160924
2022,4,districts,baramulla,138215
2022,4,districts,budgam,103056
2022,4,districts,kathua,96688
2022,4,districts,anantnag,93107
2022,4,districts,kupwara,91691
2022,4,districts,udhampur,90677
2022,4,districts,samba,81447
2022,4,districts,rajouri,72921
2022,4,pincodes,182101,47853
2022,4,pincodes,180001,36869
2022,4,pincodes,193201,33394
2022,4,pincodes,180020,28871
2022,4,pincodes,180005,28384
2022,4,pincodes,192231,27354
2022,4,pincodes,181133,27194
2022,4,pincodes,190001,26613
2022,4,pincodes,184121,24660
2022,4,pincodes,180012,24303
2023,1,districts,jammu,485903
2023,1,districts,srinagar,167765
2023,1,districts,baramulla,144514
2023,1,districts,budgam,107555
2023,1,districts,kathua,100962
2023,1,districts,anantnag,97227
2023,1,districts,kupwara,95832
2023,1,districts,udhampur,94792
2023,1,districts,samba,85114
2023,1,districts,rajouri,76256
2023,1,pincodes,182101,50027
2023,1,pincodes,180001,38414
2023,1,pincodes,193201,34892
2023,1,pincodes,180020,30116
2023,1,pincodes,180005,29601
2023,1,pincodes,192231,28544
2023,1,pincodes,181133,28396
2023,1,pincodes,190001,27761
2023,1,pincodes,184121,25786
2023,1,pincodes,180012,25319
2023,2,districts,jammu,504935
2023,2,districts,srinagar,174167
2023,2,districts,baramulla,150753
2023,2,districts,budgam,112096
2023,2,districts,kathua,105650
2023,2,districts,anantnag,101512
2023,2,districts,kupwara,100220
2023,2,districts,udhampur,98918
2023,2,districts,samba,88654
2023,2,districts,rajouri,79836
2023,2,pincodes,182101,52007
2023,2,pincodes,180001,39841
2023,2,pincodes,193201,36376
2023,2,pincodes,180020,31180
2023,2,pincodes,180005,30668
2023,2,pincodes,192231,29798
2023,2,pincodes,181133,29560
2023,2,pincodes,190001,28819
2023,2,pincodes,184121,26884
2023,2,pincodes,193224,26332
2023,3,districts,jammu,524726
2023,3,districts,srinagar,180872
2023,3,districts,baramulla,156673
2023,3,districts,budgam,116523
2023,3,districts,kathua,110005
2023,3,districts,anantnag,105459
2023,3,districts,kupwara,104220
2023,3,districts,udhampur,103054
2023,3,districts,samba,92315
2023,3,districts,rajouri,83335
2023,3,pincodes,182101,54060
2023,3,pincodes,180001,41361
2023,3,pincodes,193201,37816
2023,3,pincodes,180020,32405
2023,3,pincodes,180005,31821
2023,3,pincodes,192231,30943
2023,3,pincodes,181133,30758
2023,3,pincodes,190001,29937
2023,3,pincodes,184121,27995
2023,3,pincodes,193224,27379
2023,4,districts,jammu,542942
2023,4,districts,srinagar,187378
2023,4,districts,baramulla,162749
2023,4,districts,budgam,121095
2023,4,districts,kathua,114338
2023,4,districts,anantnag,109642
2023,4,districts,kupwara,108196
2023,4,districts,udhampur,106838
2023,4,districts,samba,95819
2023,4,districts,rajouri,86618
2023,4,pincodes,182101,55933
2023,4,pincodes,180001,42774
2023,4,pincodes,193201,39238
2023,4,pincodes,180020,33426
2023,4,pincodes,180005,32856
2023,4,pincodes,192231,32204
2023,4,pincodes,181133,31854
2023,4,pincodes,190001,31016
2023,4,pincodes,184121,29019
2023,4,pincodes,193224,28441
2024,1,districts,jammu,563905
2024,1,districts,srinagar,194780
2024,1,districts,baramulla,169476
2024,1,districts,budgam,126146
2024,1,districts,kathua,119369
2024,1,districts,anantnag,114215
2024,1,districts,kupwara,112748
2024,1,districts,udhampur,111438
2024,1,districts,samba,99768
2024,1,districts,rajouri,90494
2024,1,pincodes,182101,58118
2024,1,pincodes,180001,44351
2024,1,pincodes,193201,40824
2024,1,pincodes,180020,34697
2024,1,pincodes,180005,34066
2024,1,pincodes,192231,33550
2024,1,pincodes,181133,33093
2024,1,pincodes,190001,32253
2024,1,pincodes,184121,30250
2024,1,pincodes,193224,29615
2024,2,districts,jammu,584892
2024,2,districts,srinagar,202116
2024,2,districts,baramulla,176182
2024,2,districts,budgam,131188
2024,2,districts,kathua,123907
2024,2,districts,anantnag,118778
2024,2,districts,kupwara,117021
2024,2,districts,udhampur,115581
2024,2,districts,samba,103572
2024,2,districts,rajouri,93888
2024,2,pincodes,182101,60244
2024,2,pincodes,180001,45987
2024,2,pincodes,193201,42443
2024,2,pincodes,180020,35933
2024,2,pincodes,180005,35403
2024,2,pincodes,192231,34970
2024,2,pincodes,181133,34335
2024,2,pincodes,190001,33477
2024,2,pincodes,184121,31352
2024,2,pincodes,193224,30711
2024,3,districts,jammu,837777
2024,3,districts,srinagar,457327
2024,3,districts,baramulla,333306
2024,3,districts,anantnag,274253
2024,3,districts,kupwara,234801
2024,3,districts,budgam,215654
2024,3,districts,kathua,197546
2024,3,districts,rajouri,179306
2024,3,districts,samba,178564
2024,3,districts,udhampur,177039
2024,3,pincodes,192231,100647
2024,3,pincodes,192303,99820
2024,3,pincodes,180001,90238
2024,3,pincodes,190001,85915
2024,3,pincodes,193201,84921
2024,3,pincodes,182101,82810
2024,3,pincodes,192301,71697
2024,3,pincodes,191111,69380
2024,3,pincodes,192101,67153
2024,3,pincodes,193224,63248
2024,4,districts,jammu,864118
2024,4,districts,srinagar,471195
2024,4,districts,baramulla,344407
2024,4,districts,anantnag,282299
2024,4,districts,kupwara,241441
2024,4,districts,budgam,222093
2024,4,districts,kathua,203174
2024,4,districts,rajouri,185469
2024,4,districts,samba,183505
2024,4,districts,udhampur,181933
2024,4,pincodes,192231,103871
2024,4,pincodes,192303,102535
2024,4,pincodes,180001,93128
2024,4,pincodes,190001,88574
2024,4,pincodes,193201,88146
2024,4,pincodes,182101,84759
2024,4,pincodes,192301,73907
2024,4,pincodes,191111,71004
2024,4,pincodes,192101,69279
2024,4,pincodes,193224,64894
2018,1,districts,ranchi,159444
2018,1,districts,dhanbad,130195
2018,1,districts,east singhbhum,103016
2018,1,districts,bokaro,101673
2018,1,districts,hazaribagh,56421
2018,1,districts,giridih,45940
2018,1,districts,ramgarh,37875
2018,1,districts,deoghar,35229
2018,1,districts,palamu,31788
2018,1,districts,saraikela kharsawan,31177
2018,1,pincodes,834001,48548
2018,1,pincodes,826001,25207
2018,1,pincodes,827013,21680
2018,1,pincodes,831001,15661
2018,1,pincodes,825303,13476
2018,1,pincodes,834002,13270
2018,1,pincodes,832108,12041
2018,1,pincodes,834008,10546
2018,1,pincodes,825409,10069
2018,1,pincodes,834005,10018
2018,2,districts,ranchi,216019
2018,2,districts,dhanbad,181348
2018,2,districts,east singhbhum,142493
2018,2,districts,bokaro,139675
2018,2,districts,hazaribagh,78856
2018,2,districts,giridih,63248
2018,2,districts,ramgarh,51846
2018,2,districts,deoghar,50575
2018,2,districts,palamu,45659
2018,2,districts,saraikela kharsawan,43186
2018,2,pincodes,834001,65047
2018,2,pincodes,826001,34164
2018,2,pincodes,827013,29476
2018,2,pincodes,831001,21281
2018,2,pincodes,825303,18569
2018,2,pincodes,834002,17708
2018,2,pincodes,832108,16695
2018,2,pincodes,834008,14151
2018,2,pincodes,825409,13519
2018,2,pincodes,834005,13446
2018,3,districts,ranchi,265341
2018,3,districts,dhanbad,219103
2018,3,districts,east singhbhum,176668
2018,3,districts,bokaro,167183
2018,3,districts,hazaribagh,99502
2018,3,districts,giridih,80440
2018,3,districts,deoghar,63814
2018,3,districts,ramgarh,63704
2018,3,districts,palamu,59382
2018,3,districts,saraikela kharsawan,54706
2018,3,pincodes,834001,78932
2018,3,pincodes,826001,40717
2018,3,pincodes,827013,34760
2018,3,pincodes,831001,26182
2018,3,pincodes,825303,23130
2018,3,pincodes,834002,21287
2018,3,pincodes,832108,20744
2018,3,pincodes,834008,17266
2018,3,pincodes,825409,16594
2018,3,pincodes,834005,16556
2018,4,districts,ranchi,326599
2018,4,districts,dhanbad,268439
2018,4,districts,east singhbhum,217406
2018,4,districts,bokaro,202242
2018,4,districts,hazaribagh,126167
2018,4,districts,giridih,103118
2018,4,districts,deoghar,80669
2018,4,districts,ramgarh,78772
2018,4,districts,palamu,77478
2018,4,districts,saraikela kharsawan,68611
2018,4,pincodes,834001,96208
2018,4,pincodes,826001,48832
2018,4,pincodes,827013,41506
2018,4,pincodes,831001,31957
2018,4,pincodes,825303,28344
2018,4,pincodes,834002,25949
2018,4,pincodes,832108,25666
2018,4,pincodes,834008,20840
2018,4,pincodes,825409,20532
2018,4,pincodes,834005,20264
2019,1,districts,ranchi,386608
2019,1,districts,dhanbad,313255
2019,1,districts,east singhbhum,256344
2019,1,districts,bokaro,235969
2019,1,districts,hazaribagh,151904
2019,1,districts,giridih,123889
2019,1,districts,deoghar,97449
2019,1,districts,palamu,94917
2019,1,districts,ramgarh,93606
2019,1,districts,saraikela kharsawan,81052
2019,1,pincodes,834001,112703
2019,1,pincodes,826001,56790
2019,1,pincodes,827013,48155
2019,1,pincodes,831001,37652
2019,1,pincodes,825303,33318
2019,1,pincodes,834002,30520
2019,1,pincodes,832108,29975
2019,1,pincodes,834008,24357
2019,1,pincodes,825409,24233
2019,1,pincodes,834005,24142
2019,2,districts,ranchi,441616
2019,2,districts,dhanbad,350861
2019,2,districts,east singhbhum,293761
2019,2,districts,bokaro,263361
2019,2,districts,hazaribagh,174278
2019,2,districts,giridih,140800
2019,2,districts,deoghar,115129
2019,2,districts,palamu,109508
2019,2,districts,ramgarh,106681
2019,2,districts,saraikela kharsawan,91579
2019,2,pincodes,834001,128715
2019,2,pincodes,826001,64230
2019,2,pincodes,827013,53157
2019,2,pincodes,831001,42814
2019,2,pincodes,825303,37882
2019,2,pincodes,834002,34707
2019,2,pincodes,832108,33258
2019,2,pincodes,834008,27603
2019,2,pincodes,825409,27261
2019,2,pincodes,834005,27249
2019,3,districts,ranchi,495155
2019,3,districts,dhanbad,388528
2019,3,districts,east singhbhum,329319
2019,3,districts,bokaro,290252
2019,3,districts,hazaribagh,196452
2019,3,districts,giridih,155689
2019,3,districts,deoghar,132603
2019,3,districts,palamu,123609
2019,3,districts,ramgarh,119804
2019,3,districts,saraikela kharsawan,101247
2019,3,pincodes,834001,144151
2019,3,pincodes,826001,71185
2019,3,pincodes,827013,58368
2019,3,pincodes,831001,47767
2019,3,pincodes,825303,42673
2019,3,pincodes,834002,38891
2019,3,pincodes,832108,36551
2019,3,pincodes,815353,32458
2019,3,pincodes,834008,30854
2019,3,pincodes,834005,30404
2019,4,districts,ranchi,548293
2019,4,districts,dhanbad,436201
2019,4,districts,east singhbhum,364379
2019,4,districts,bokaro,322689
2019,4,districts,hazaribagh,222038
2019,4,districts,giridih,175648
2019,4,districts,deoghar,155132
2019,4,districts,palamu,141817
2019,4,districts,ramgarh,134423
2019,4,districts,saraikela kharsawan,112827
2019,4,pincodes,834001,158095
2019,4,pincodes,826001,78310
2019,4,pincodes,827013,64768
2019,4,pincodes,831001,52005
2019,4,pincodes,825303,47530
2019,4,pincodes,834002,42526
2019,4,pincodes,832108,40181
2019,4,pincodes,815353,39881
2019,4,pincodes,834008,33864
2019,4,pincodes,834005,33595
2020,1,districts,ranchi,602664
2020,1,districts,dhanbad,479075
2020,1,districts,east singhbhum,398663
2020,1,districts,bokaro,352220
2020,1,districts,hazaribagh,248710
2020,1,districts,giridih,195939
2020,1,districts,deoghar,179746
2020,1,districts,palamu,161215
2020,1,districts,ramgarh,149467
2020,1,districts,saraikela kharsawan,124479
2020,1,pincodes,834001,171313
2020,1,pincodes,826001,84718
2020,1,pincodes,827013,70085
2020,1,pincodes,831001,56392
2020,1,pincodes,825303,52292
2020,1,pincodes,815353,47822
2020,1,pincodes,834002,46195
2020,1,pincodes,832108,43921
2020,1,pincodes,834008,37103
2020,1,pincodes,834005,36829
2020,2,districts,ranchi,658759
2020,2,districts,dhanbad,519732
2020,2,districts,east singhbhum,434360
2020,2,districts,bokaro,380895
2020,2,districts,hazaribagh,276976
2020,2,districts,giridih,220721
2020,2,districts,deoghar,210740
2020,2,districts,palamu,183579
2020,2,districts,ramgarh,165378
2020,2,districts,saraikela kharsawan,136923
2020,2,pincodes,834001,182646
2020,2,pincodes,826001,90365
2020,2,pincodes,827013,74789
2020,2,pincodes,831001,59952
2020,2,pincodes,815353,58445
2020,2,pincodes,825303,56067
2020,2,pincodes,834002,50114
2020,2,pincodes,832108,47351
2020,2,pincodes,832107,40344
2020,2,pincodes,834008,40189
2020,3,districts,ranchi,722352
2020,3,districts,dhanbad,564484
2020,3,districts,east singhbhum,476881
2020,3,districts,bokaro,412560
2020,3,districts,hazaribagh,306623
2020,3,districts,giridih,242810
2020,3,districts,deoghar,238221
2020,3,districts,palamu,204809
2020,3,districts,ramgarh,182149
2020,3,districts,saraikela kharsawan,150480
2020,3,pincodes,834001,196754
2020,3,pincodes,826001,97514
2020,3,pincodes,827013,80521
2020,3,pincodes,815353,67713
2020,3,pincodes,831001,64865
2020,3,pincodes,825303,61329
2020,3,pincodes,834002,54546
2020,3,pincodes,832108,51168
2020,3,pincodes,832107,44659
2020,3,pincodes,825409,43832
2020,4,districts,ranchi,791146
2020,4,districts,dhanbad,614521
2020,4,districts,east singhbhum,520692
2020,4,districts,bokaro,446968
2020,4,districts,hazaribagh,337622
2020,4,districts,giridih,266388
2020,4,districts,deoghar,261144
2020,4,districts,palamu,227735
2020,4,districts,ramgarh,199908
2020,4,districts,saraikela kharsawan,165120
2020,4,pincodes,834001,213049
2020,4,pincodes,826001,105475
2020,4,pincodes,827013,86858
2020,4,pincodes,815353,74586
2020,4,pincodes,831001,70171
2020,4,pincodes,825303,67450
2020,4,pincodes,834002,59435
2020,4,pincodes,832108,55326
2020,4,pincodes,832107,49040
2020,4,pincodes,825409,48011
2021,1,districts,ranchi,853943
2021,1,districts,dhanbad,661077
2021,1,districts,east singhbhum,560083
2021,1,districts,bokaro,480036
2021,1,districts,hazaribagh,366460
2021,1,districts,giridih,288800
2021,1,districts,deoghar,281799
2021,1,districts,palamu,247954
2021,1,districts,ramgarh,216188
2021,1,districts,saraikela kharsawan,177952
2021,1,pincodes,834001,229343
2021,1,pincodes,826001,113312
2021,1,pincodes,827013,93171
2021,1,pincodes,815353,80609
2021,1,pincodes,831001,75214
2021,1,pincodes,825303,73360
2021,1,pincodes,834002,64001
2021,1,pincodes,832108,59500
2021,1,pincodes,832107,52876
2021,1,pincodes,825409,52059
2021,2,districts,ranchi,913972
2021,2,districts,dhanbad,707255
2021,2,districts,east singhbhum,598988
2021,2,districts,bokaro,513303
2021,2,districts,hazaribagh,393223
2021,2,districts,giridih,311161
2021,2,districts,deoghar,302724
2021,2,districts,palamu,267081
2021,2,districts,ramgarh,231819
2021,2,districts,saraikela kharsawan,190784
2021,2,pincodes,834001,244918
2021,2,pincodes,826001,120936
2021,2,pincodes,827013,99483
2021,2,pincodes,815353,86679
2021,2,pincodes,831001,80242
2021,2,pincodes,825303,78418
2021,2,pincodes,834002,68322
2021,2,pincodes,832108,63618
2021,2,pincodes,832107,56542
2021,2,pincodes,825409,55831
2021,3,districts,ranchi,982147
2021,3,districts,dhanbad,759888
2021,3,districts,east singhbhum,642805
2021,3,districts,bokaro,551517
2021,3,districts,hazaribagh,424328
2021,3,districts,giridih,337529
2021,3,districts,deoghar,327586
2021,3,districts,palamu,289617
2021,3,districts,ramgarh,250016
2021,3,districts,saraikela kharsawan,205625
2021,3,pincodes,834001,262227
2021,3,pincodes,826001,129475
2021,3,pincodes,827013,106574
2021,3,pincodes,815353,94024
2021,3,pincodes,831001,85789
2021,3,pincodes,825303,84208
2021,3,pincodes,834002,73117
2021,3,pincodes,832108,68282
2021,3,pincodes,832107,60699
2021,3,pincodes,825409,60264
2021,4,districts,ranchi,1050479
2021,4,districts,dhanbad,812467
2021,4,districts,east singhbhum,686766
2021,4,districts,bokaro,589361
2021,4,districts,hazaribagh,455411
2021,4,districts,giridih,362829
2021,4,districts,deoghar,351728
2021,4,districts,palamu,311702
2021,4,districts,ramgarh,267710
2021,4,districts,saraikela kharsawan,220378
2021,4,pincodes,834001,279897
2021,4,pincodes,826001,138132
2021,4,pincodes,827013,113698
2021,4,pincodes,815353,101090
2021,4,pincodes,831001,91432
2021,4,pincodes,825303,90123
2021,4,pincodes,834002,77941
2021,4,pincodes,832108,72950
2021,4,pincodes,832107,64891
2021,4,pincodes,825409,64659
2022,1,districts,ranchi,1115386
2022,1,districts,dhanbad,862955
2022,1,districts,east singhbhum,728043
2022,1,districts,bokaro,626182
2022,1,districts,hazaribagh,485388
2022,1,districts,giridih,387949
2022,1,districts,deoghar,375345
2022,1,districts,palamu,333409
2022,1,districts,ramgarh,284993
2022,1,districts,saraikela kharsawan,234284
2022,1,pincodes,834001,296441
2022,1,pincodes,826001,146243
2022,1,pincodes,827013,120585
2022,1,pincodes,815353,108014
2022,1,pincodes,831001,96699
2022,1,pincodes,825303,95743
2022,1,pincodes,834002,82470
2022,1,pincodes,832108,77368
2022,1,pincodes,825409,68925
2022,1,pincodes,832107,68755
2022,2,districts,ranchi,1176707
2022,2,districts,dhanbad,910885
2022,2,districts,east singhbhum,767451
2022,2,districts,bokaro,661123
2022,2,districts,hazaribagh,513316
2022,2,districts,giridih,411014
2022,2,districts,deoghar,397542
2022,2,districts,palamu,353653
2022,2,districts,ramgarh,301481
2022,2,districts,saraikela kharsawan,247346
2022,2,pincodes,834001,312393
2022,2,pincodes,826001,154052
2022,2,pincodes,827013,127298
2022,2,pincodes,815353,114546
2022,2,pincodes,831001,101772
2022,2,pincodes,825303,101120
2022,2,pincodes,834002,86847
2022,2,pincodes,832108,81602
2022,2,pincodes,825409,72941
2022,2,pincodes,832107,72439
2022,3,districts,ranchi,1240013
2022,3,districts,dhanbad,961257
2022,3,districts,east singhbhum,808077
2022,3,districts,bokaro,697249
2022,3,districts,hazaribagh,542145
2022,3,districts,giridih,434250
2022,3,districts,deoghar,420404
2022,3,districts,palamu,374369
2022,3,districts,ramgarh,318524
2022,3,districts,saraikela kharsawan,260605
2022,3,pincodes,834001,329046
2022,3,pincodes,826001,162195
2022,3,pincodes,827013,134187
2022,3,pincodes,815353,121429
2022,3,pincodes,831001,107039
2022,3,pincodes,825303,106810
2022,3,pincodes,834002,91392
2022,3,pincodes,832108,86036
2022,3,pincodes,825409,77097
2022,3,pincodes,832107,76283
2022,4,districts,ranchi,1301412
2022,4,districts,dhanbad,1009397
2022,4,districts,east singhbhum,847360
2022,4,districts,bokaro,731714
2022,4,districts,hazaribagh,569551
2022,4,districts,giridih,454873
2022,4,districts,deoghar,441349
2022,4,districts,palamu,393187
2022,4,districts,ramgarh,334310
2022,4,districts,saraikela kharsawan,272780
2022,4,pincodes,834001,345775
2022,4,pincodes,826001,170390
2022,4,pincodes,827013,141023
2022,4,pincodes,815353,127685
2022,4,pincodes,825303,112498
2022,4,pincodes,831001,112288
2022,4,pincodes,834002,95925
2022,4,pincodes,832108,90318
2022,4,pincodes,825409,81101
2022,4,pincodes,832107,80065
2023,1,districts,ranchi,1361772
2023,1,districts,dhanbad,1056568
2023,1,districts,east singhbhum,886341
2023,1,districts,bokaro,766067
2023,1,districts,hazaribagh,596924
2023,1,districts,giridih,477295
2023,1,districts,deoghar,463198
2023,1,districts,palamu,412757
2023,1,districts,ramgarh,350515
2023,1,districts,saraikela kharsawan,285388
2023,1,pincodes,834001,361778
2023,1,pincodes,826001,178130
2023,1,pincodes,827013,147650
2023,1,pincodes,815353,134073
2023,1,pincodes,825303,117868
2023,1,pincodes,831001,117405
2023,1,pincodes,834002,100178
2023,1,pincodes,832108,94485
2023,1,pincodes,825409,85009
2023,1,pincodes,832107,83800
2023,2,districts,ranchi,1415752
2023,2,districts,dhanbad,1099543
2023,2,districts,east singhbhum,921184
2023,2,districts,bokaro,797723
2023,2,districts,hazaribagh,622872
2023,2,districts,giridih,499487
2023,2,districts,deoghar,483926
2023,2,districts,palamu,431928
2023,2,districts,ramgarh,365384
2023,2,districts,saraikela kharsawan,297520
2023,2,pincodes,834001,375215
2023,2,pincodes,826001,184800
2023,2,pincodes,827013,153474
2023,2,pincodes,815353,140185
2023,2,pincodes,825303,122527
2023,2,pincodes,831001,121661
2023,2,pincodes,834002,103789
2023,2,pincodes,832108,98171
2023,2,pincodes,825409,88723
2023,2,pincodes,832107,87073
2023,3,districts,ranchi,1472886
2023,3,districts,dhanbad,1145055
2023,3,districts,east singhbhum,958456
2023,3,districts,bokaro,830731
2023,3,districts,hazaribagh,649586
2023,3,districts,giridih,520993
2023,3,districts,deoghar,504651
2023,3,districts,palamu,450874
2023,3,districts,ramgarh,380913
2023,3,districts,saraikela kharsawan,310059
2023,3,pincodes,834001,389874
2023,3,pincodes,826001,192089
2023,3,pincodes,827013,159755
2023,3,pincodes,815353,146378
2023,3,pincodes,825303,127486
2023,3,pincodes,831001,126430
2023,3,pincodes,834002,107816
2023,3,pincodes,832108,102231
2023,3,pincodes,825409,92468
2023,3,pincodes,832107,90713
2023,4,districts,ranchi,1524444
2023,4,districts,dhanbad,1186497
2023,4,districts,east singhbhum,992524
2023,4,districts,bokaro,861553
2023,4,districts,hazaribagh,673853
2023,4,districts,giridih,540555
2023,4,districts,deoghar,523947
2023,4,districts,palamu,468199
2023,4,districts,ramgarh,395054
2023,4,districts,saraikela kharsawan,321437
2023,4,pincodes,834001,402901
2023,4,pincodes,826001,198414
2023,4,pincodes,827013,165590
2023,4,pincodes,815353,152156
2023,4,pincodes,825303,132183
2023,4,pincodes,831001,130659
2023,4,pincodes,834002,111447
2023,4,pincodes,832108,105935
2023,4,pincodes,825409,96009
2023,4,pincodes,832107,93923
2024,1,districts,ranchi,1584765
2024,1,districts,dhanbad,1234913
2024,1,districts,east singhbhum,1032308
2024,1,districts,bokaro,897500
2024,1,districts,hazaribagh,702582
2024,1,districts,giridih,563876
2024,1,districts,deoghar,546402
2024,1,districts,palamu,488959
2024,1,districts,ramgarh,411863
2024,1,districts,saraikela kharsawan,334955
2024,1,pincodes,834001,418181
2024,1,pincodes,826001,206099
2024,1,pincodes,827013,172328
2024,1,pincodes,815353,158731
2024,1,pincodes,825303,137641
2024,1,pincodes,831001,135678
2024,1,pincodes,834002,115573
2024,1,pincodes,832108,110144
2024,1,pincodes,825409,100070
2024,1,pincodes,832107,97712
2024,2,districts,ranchi,1643401
2024,2,districts,dhanbad,1281663
2024,2,districts,east singhbhum,1071026
2024,2,districts,bokaro,931807
2024,2,districts,hazaribagh,729302
2024,2,districts,giridih,585561
2024,2,districts,deoghar,567684
2024,2,districts,palamu,507883
2024,2,districts,ramgarh,427745
2024,2,districts,saraikela kharsawan,347684
2024,2,pincodes,834001,433330
2024,2,pincodes,826001,213687
2024,2,pincodes,827013,178946
2024,2,pincodes,815353,165018
2024,2,pincodes,825303,142712
2024,2,pincodes,831001,140731
2024,2,pincodes,834002,119691
2024,2,pincodes,832108,114279
2024,2,pincodes,825409,103843
2024,2,pincodes,832107,101382
2024,3,districts,ranchi,1872419
2024,3,districts,dhanbad,1181029
2024,3,districts,east singhbhum,1027203
2024,3,districts,bokaro,842271
2024,3,districts,hazaribag,799110
2024,3,districts,giridih,713603
2024,3,districts,deoghar,671808
2024,3,districts,palamu,636687
2024,3,districts,ramgarh,429178
2024,3,districts,garhwa,397627
2024,3,pincodes,834001,570264
2024,3,pincodes,826001,212114
2024,3,pincodes,825301,186009
2024,3,pincodes,831012,174335
2024,3,pincodes,827013,158207
2024,3,pincodes,814112,152004
2024,3,pincodes,831001,143940
2024,3,pincodes,834002,136842
2024,3,pincodes,815353,129864
2024,3,pincodes,822114,120966
2024,4,districts,ranchi,1925740
2024,4,districts,dhanbad,1217905
2024,4,districts,east singhbhum,1058824
2024,4,districts,bokaro,870396
2024,4,districts,hazaribag,828548
