year,quarter,category,type,count,amount
2021,1,Recharge & bill payments,TOTAL,52261651,25111731675.64637
2021,1,Financial Services,TOTAL,297710,475815041.81600165
2021,1,Others,TOTAL,744950,511117233.18647754
2021,2,Merchant payments,TOTAL,244460862,124624417935.05894
2021,2,Peer-to-peer payments,TOTAL,216539959,684035748184.4377
2021,2,Recharge & bill payments,TOTAL,68599238,28272314719.07621
2021,2,Financial Services,TOTAL,304779,456933673.9871358
2021,2,Others,TOTAL,744208,497736717.48932767
2021,3,Merchant payments,TOTAL,391381353,190563423840.34485
2021,3,Peer-to-peer payments,TOTAL,288462867,908138627418.7012
2021,3,Recharge & bill payments,TOTAL,72168311,33386709060.80711
2021,3,Financial Services,TOTAL,286685,508051800.8625039
2021,3,Others,TOTAL,997323,637927036.8737218
2021,4,Merchant payments,TOTAL,503210623,243754536471.1106
2021,4,Peer-to-peer payments,TOTAL,350032663,1090951587881.0441
2021,4,Recharge & bill payments,TOTAL,76826701,39294350717.405914
2021,4,Financial Services,TOTAL,365769,574240588.1883193
2021,4,Others,TOTAL,1289682,896608692.1244912
2022,1,Merchant payments,TOTAL,588543313,278109650949.8691
2022,1,Peer-to-peer payments,TOTAL,389491586,1243199329198.8584
2022,1,Recharge & bill payments,TOTAL,78206453,43891305256.63388
2022,1,Financial Services,TOTAL,384922,624857963.437548
2022,1,Others,TOTAL,1229133,824344937.0828401
2022,2,Merchant payments,TOTAL,735295388,358016289601.7625
2022,2,Peer-to-peer payments,TOTAL,449723751,1457330278795.186
2022,2,Recharge & bill payments,TOTAL,91137091,50583781089.16758
2022,2,Financial Services,TOTAL,351688,545330283.2377212
2022,2,Others,TOTAL,941042,670434289.8797817
2022,3,Merchant payments,TOTAL,704609552,333606445776.6083
2022,3,Peer-to-peer payments,TOTAL,404084880,1282604186671.1763
2022,3,Recharge & bill payments,TOTAL,79979546,48539011844.07969
2022,3,Financial Services,TOTAL,361312,558132533.414458
2022,3,Others,TOTAL,726038,610455785.7449958
2022,4,Merchant payments,TOTAL,830157371,380643835280.23364
2022,4,Peer-to-peer payments,TOTAL,460041715,1468087523889.2769
2022,4,Recharge & bill payments,TOTAL,87517348,54445900607.2116
2022,4,Financial Services,TOTAL,426795,650217624.1227758
2022,4,Others,TOTAL,767142,689145506.798728
2023,1,Merchant payments,TOTAL,1130908170,476183911608.0
2023,1,Peer-to-peer payments,TOTAL,596731227,1908849346648.0
2023,1,Recharge & bill payments,TOTAL,115567496,83516906348.0
2023,1,Financial Services,TOTAL,541652,829191703.0
2023,1,Others,TOTAL,948644,847870010.0
2023,2,Merchant payments,TOTAL,1282439025,553947152559.0
2023,2,Peer-to-peer payments,TOTAL,655334370,2131661599812.0
2023,2,Recharge & bill payments,TOTAL,128708109,90352839418.0
2023,2,Financial Services,TOTAL,564180,870214613.0
2023,2,Others,TOTAL,821842,767292428.0
2023,3,Merchant payments,TOTAL,1502087676,620261083051.0
2023,3,Peer-to-peer payments,TOTAL,733741628,2267342578479.0
2023,3,Recharge & bill payments,TOTAL,131971913,96428751649.0
2023,3,Financial Services,TOTAL,680721,1117575810.0
2023,3,Others,TOTAL,780364,730906598.0
2023,4,Merchant payments,TOTAL,1631321006,677686159800.0
2023,4,Peer-to-peer payments,TOTAL,796407425,2456912813682.0
2023,4,Recharge & bill payments,TOTAL,135125785,104793796043.0
2023,4,Financial Services,TOTAL,807597,1266275950.0
2023,4,Others,TOTAL,772351,717378908.0
2024,1,Merchant payments,TOTAL,1799287261,731643780822.0
2024,1,Peer-to-peer payments,TOTAL,854761954,2641887054365.0
2024,1,Recharge & bill payments,TOTAL,140813576,109551418217.0
2024,1,Financial Services,TOTAL,829562,1475873231.0
2024,1,Others,TOTAL,746802,690527871.0
2024,2,Merchant payments,TOTAL,1981595688,834831111764.0
2024,2,Peer-to-peer payments,TOTAL,911150664,2835423595652.0
2024,2,Recharge & bill payments,TOTAL,147578134,112150881882.0
2024,2,Financial Services,TOTAL,951013,1832353796.0
2024,2,Others,TOTAL,737349,796760344.0
2024,3,Merchant payments,TOTAL,2128123870,872671695683.0
2024,3,Peer-to-peer payments,TOTAL,985664231,2914446696115.0
2024,3,Recharge & bill payments,TOTAL,145576983,117042690235.0
2024,3,Financial Services,TOTAL,1113824,2184402210.0
2024,3,Others,TOTAL,655187,857082241.0
2024,4,Merchant payments,TOTAL,2266169258,935052915428.0
2024,4,Peer-to-peer payments,TOTAL,1039723999,3095666288407.0
2024,4,Recharge & bill payments,TOTAL,145556961,117911617313.0
2024,4,Financial Services,TOTAL,2955462,2231437254.0
2024,4,Others,TOTAL,650744,957545420.0
2018,1,Recharge & bill payments,TOTAL,988774,157311821.37585658
2018,1,Peer-to-peer payments,TOTAL,600205,2107288314.3025222
2018,1,Merchant payments,TOTAL,72164,82919383.04571173
2018,1,Financial Services,TOTAL,40170,7957491.901965583
2018,1,Others,TOTAL,70067,47197742.47444939
2018,2,Recharge & bill payments,TOTAL,1230869,248080143.25702396
2018,2,Peer-to-peer payments,TOTAL,848291,3436199589.077317
2018,2,Merchant payments,TOTAL,131217,144501582.04666698
2018,2,Financial Services,TOTAL,41100,12355589.34361695
2018,2,Others,TOTAL,56688,45786439.71799916
2018,3,Peer-to-peer payments,TOTAL,1425259,4823239268.279744
2018,3,Recharge & bill payments,TOTAL,1407588,296352497.34099543
2018,3,Merchant payments,TOTAL,210974,160705488.6023575
2018,3,Financial Services,TOTAL,37286,6170643.387882499
2018,3,Others,TOTAL,53241,36557326.26447625
2018,4,Peer-to-peer payments,TOTAL,2073960,6959805154.570259
2018,4,Recharge & bill payments,TOTAL,1679897,351296525.29857576
2018,4,Merchant payments,TOTAL,417114,378857199.6490426
2018,4,Financial Services,TOTAL,75084,10063656.726067666
2018,4,Others,TOTAL,64599,47338700.56846385
2019,1,Peer-to-peer payments,TOTAL,3601116,9314451112.085835
2019,1,Recharge & bill payments,TOTAL,2180915,498453895.947243
2019,1,Merchant payments,TOTAL,550707,371997848.20066386
2019,1,Financial Services,TOTAL,77652,7808573.898364296
2019,1,Others,TOTAL,58649,42319704.717572376
2019,2,Peer-to-peer payments,TOTAL,3519528,11630623424.131498
2019,2,Recharge & bill payments,TOTAL,2711299,768892057.7982787
2019,2,Merchant payments,TOTAL,937130,569545842.9998999
2019,2,Financial Services,TOTAL,38869,5823291.622642939
2019,2,Others,TOTAL,77000,56486944.633225575
2019,3,Peer-to-peer payments,TOTAL,4181954,14433990011.32079
2019,3,Recharge & bill payments,TOTAL,3431236,1051007778.3129579
2019,3,Merchant payments,TOTAL,1497029,879510566.1106174
2019,3,Financial Services,TOTAL,96130,8910528.723410578
2019,3,Others,TOTAL,79747,56390837.59670959
2019,4,Peer-to-peer payments,TOTAL,5859068,18537483865.44591
2019,4,Recharge & bill payments,TOTAL,4097032,1287955351.6647906
2019,4,Merchant payments,TOTAL,2418428,1268704040.100692
2019,4,Financial Services,TOTAL,50728,10816332.760911917
2019,4,Others,TOTAL,73381,46367047.83244334
2020,1,Peer-to-peer payments,TOTAL,6634439,22862907701.60516
2020,1,Recharge & bill payments,TOTAL,5507580,1716538277.3696735
2020,1,Merchant payments,TOTAL,3485036,1810329140.1843734
2020,1,Financial Services,TOTAL,38050,17160614.593254916
2020,1,Others,TOTAL,68417,44149097.18179157
2020,2,Recharge & bill payments,TOTAL,7709714,2452435028.9249372
2020,2,Peer-to-peer payments,TOTAL,5603046,21309983654.739
2020,2,Merchant payments,TOTAL,2888260,2075701451.3627596
2020,2,Financial Services,TOTAL,40501,32921115.845954426
2020,2,Others,TOTAL,46446,23037227.727544237
2020,3,Peer-to-peer payments,TOTAL,8590587,33346812213.798676
2020,3,Recharge & bill payments,TOTAL,7932950,2688361345.204546
2020,3,Merchant payments,TOTAL,5065205,4016995193.6035366
2020,3,Financial Services,TOTAL,94130,76828720.82445312
2020,3,Others,TOTAL,75808,35153178.52298187
2020,4,Peer-to-peer payments,TOTAL,12941135,45686395927.74489
2020,4,Merchant payments,TOTAL,10990709,7695667406.723909
2020,4,Recharge & bill payments,TOTAL,9167428,3238199947.525463
2020,4,Financial Services,TOTAL,73833,69202344.44095232
2020,4,Others,TOTAL,115082,65791020.57617174
2021,1,Peer-to-peer payments,TOTAL,16209203,55336812492.74641
2021,1,Merchant payments,TOTAL,16105923,10058436408.184261
2021,1,Recharge & bill payments,TOTAL,9837385,3732534739.0436296
2021,1,Financial Services,TOTAL,68012,69655547.76092248
2021,1,Others,TOTAL,95819,63530974.15939384
2021,2,Peer-to-peer payments,TOTAL,17026648,58152644526.04467
2021,2,Merchant payments,TOTAL,16135060,11263178335.980885
2021,2,Recharge & bill payments,TOTAL,13809151,4645548909.798975
2021,2,Financial Services,TOTAL,88830,88370679.95309764
2021,2,Others,TOTAL,131344,77063984.37888283
2021,3,Merchant payments,TOTAL,25402350,17877677018.10737
2021,3,Peer-to-peer payments,TOTAL,23378091,78598482305.73877
2021,3,Recharge & bill payments,TOTAL,13979407,5008396079.412957
2021,3,Financial Services,TOTAL,85730,101460242.2623948
2021,3,Others,TOTAL,182688,100146127.60812962
2021,4,Merchant payments,TOTAL,38574904,24589454633.018272
2021,4,Peer-to-peer payments,TOTAL,29075528,92774490034.55844
2021,4,Recharge & bill payments,TOTAL,13781815,5689390023.204552
2021,4,Financial Services,TOTAL,108232,128238698.74055986
2021,4,Others,TOTAL,283262,160563553.84187678
2022,1,Merchant payments,TOTAL,47778743,28685388646.415367
2022,1,Peer-to-peer payments,TOTAL,33089518,104623270223.31714
2022,1,Recharge & bill payments,TOTAL,14042317,6373570715.969071
2022,1,Financial Services,TOTAL,134370,158926455.91425735
2022,1,Others,TOTAL,236017,147786423.0782508
2022,2,Merchant payments,TOTAL,55730158,34395023155.77253
2022,2,Peer-to-peer payments,TOTAL,35630060,112813716119.4625
2022,2,Recharge & bill payments,TOTAL,14701207,7230489227.091859
2022,2,Financial Services,TOTAL,110336,133436809.9132271
2022,2,Others,TOTAL,193561,123664236.88435228
2022,3,Merchant payments,TOTAL,64984061,37852759989.759125
2022,3,Peer-to-peer payments,TOTAL,38774832,116414003145.11606
2022,3,Recharge & bill payments,TOTAL,15289755,7709237374.351864
2022,3,Financial Services,TOTAL,146673,162861560.07391134
2022,3,Others,TOTAL,167583,121557246.12854591
2022,4,Merchant payments,TOTAL,74647115,40607857085.646095
2022,4,Peer-to-peer payments,TOTAL,42471676,124564727703.60559
2022,4,Recharge & bill payments,TOTAL,15520670,8075692517.275558
2022,4,Financial Services,TOTAL,164334,191307058.1462068
2022,4,Others,TOTAL,156673,120224235.03622031
2023,1,Merchant payments,TOTAL,84583249,44370168231.0
2023,1,Peer-to-peer payments,TOTAL,46080274,138477919269.0
2023,1,Recharge & bill payments,TOTAL,16629085,10446589963.0
2023,1,Financial Services,TOTAL,160843,201389795.0
2023,1,Others,TOTAL,168114,141022419.0
2023,2,Merchant payments,TOTAL,90195971,49220348954.0
2023,2,Peer-to-peer payments,TOTAL,48068911,146558117198.0
2023,2,Recharge & bill payments,TOTAL,17613119,11702913951.0
2023,2,Financial Services,TOTAL,162540,193012060.0
2023,2,Others,TOTAL,130076,122278822.0
2023,3,Merchant payments,TOTAL,100971920,54395884988.0
2023,3,Peer-to-peer payments,TOTAL,51765006,153333984681.0
2023,3,Recharge & bill payments,TOTAL,17617414,12247443070.0
2023,3,Financial Services,TOTAL,186185,243267285.0
2023,3,Others,TOTAL,118126,112033305.0
2023,4,Merchant payments,TOTAL,108137761,55180695119.0
2023,4,Peer-to-peer payments,TOTAL,54694399,156361217618.0
2023,4,Recharge & bill payments,TOTAL,16678550,13074043821.0
2023,4,Financial Services,TOTAL,225961,270144459.0
2023,4,Others,TOTAL,106422,99220448.0
2024,1,Merchant payments,TOTAL,110514883,56336344201.0
2024,1,Peer-to-peer payments,TOTAL,54327957,156296863144.0
2024,1,Recharge & bill payments,TOTAL,16331869,14085091643.0
2024,1,Financial Services,TOTAL,200007,279404679.0
2024,1,Others,TOTAL,89250,80271071.0
2024,2,Merchant payments,TOTAL,121221009,63702446188.0
2024,2,Peer-to-peer payments,TOTAL,56642113,163601027548.0
2024,2,Recharge & bill payments,TOTAL,16678867,14261447047.0
2024,2,Financial Services,TOTAL,243874,344607925.0
2024,2,Others,TOTAL,86604,94293887.0
2024,3,Merchant payments,TOTAL,133203180,69317965409.0
2024,3,Peer-to-peer payments,TOTAL,64012538,174589592514.0
2024,3,Recharge & bill payments,TOTAL,17076750,13872380762.0
2024,3,Financial Services,TOTAL,307546,408385812.0
2024,3,Others,TOTAL,95444,113706812.0
2024,4,Merchant payments,TOTAL,145653590,72346901392.0
2024,4,Peer-to-peer payments,TOTAL,69815574,186965241113.0
2024,4,Recharge & bill payments,TOTAL,16537561,13747095313.0
2024,4,Financial Services,TOTAL,1014940,467808987.0
2024,4,Others,TOTAL,90776,112923761.0
2018,1,Recharge & bill payments,TOTAL,3550,927250.7143707818
2018,1,Peer-to-peer payments,TOTAL,1752,10767803.999610368
2018,1,Merchant payments,TOTAL,320,369327.62555241917
2018,1,Financial Services,TOTAL,132,274283.17576680594
2018,1,Others,TOTAL,335,194192.25581440225
2018,2,Recharge & bill payments,TOTAL,8075,2417434.2729015187
2018,2,Peer-to-peer payments,TOTAL,5667,42638443.11997231
2018,2,Merchant payments,TOTAL,724,1761366.2964342085
2018,2,Financial Services,TOTAL,151,127324.6279709443
2018,2,Others,TOTAL,393,390334.220462498
2018,3,Recharge & bill payments,TOTAL,13136,4676712.344045115
2018,3,Peer-to-peer payments,TOTAL,10133,77085890.57395566
2018,3,Merchant payments,TOTAL,1168,2016579.2506718007
2018,3,Financial Services,TOTAL,84,69317.12287872119
2018,3,Others,TOTAL,343,242477.8532947429
2018,4,Recharge & bill payments,TOTAL,16650,5701932.895454288
2018,4,Peer-to-peer payments,TOTAL,15939,123611779.58930421
2018,4,Merchant payments,TOTAL,1881,5082666.820758243
2018,4,Financial Services,TOTAL,142,94604.73391846984
2018,4,Others,TOTAL,599,1031858.4532022325
2019,1,Peer-to-peer payments,TOTAL,22076,139715922.1887053
2019,1,Recharge & bill payments,TOTAL,20014,7186109.182288248
2019,1,Merchant payments,TOTAL,3238,4967122.4999400275
2019,1,Financial Services,TOTAL,114,111851.02856430915
2019,1,Others,TOTAL,703,878916.0496292994
2019,2,Peer-to-peer payments,TOTAL,34202,240305709.92824298
2019,2,Recharge & bill payments,TOTAL,25357,10116773.366134495
2019,2,Merchant payments,TOTAL,8220,7726519.367758205
2019,2,Financial Services,TOTAL,86,113767.09768193656
2019,2,Others,TOTAL,907,992737.2376073576
2019,3,Peer-to-peer payments,TOTAL,43198,303596367.67958534
2019,3,Recharge & bill payments,TOTAL,41491,18054746.121448334
2019,3,Merchant payments,TOTAL,6963,8096082.971229901
2019,3,Financial Services,TOTAL,48,148633.29469977494
2019,3,Others,TOTAL,696,1233697.1268589406
2019,4,Peer-to-peer payments,TOTAL,42095,298044908.5075786
2019,4,Recharge & bill payments,TOTAL,35467,16510212.100753112
2019,4,Merchant payments,TOTAL,6522,8717893.899929387
2019,4,Financial Services,TOTAL,46,162760.63254625077
2019,4,Others,TOTAL,576,1253584.887304229
2020,1,Peer-to-peer payments,TOTAL,51560,339551900.3873952
2020,1,Recharge & bill payments,TOTAL,49801,23010664.72023286
2020,1,Merchant payments,TOTAL,14264,13338124.271892821
2020,1,Financial Services,TOTAL,204,583108.9455483773
2020,1,Others,TOTAL,590,1155879.120674257
2020,2,Recharge & bill payments,TOTAL,70601,32087339.266190995
2020,2,Peer-to-peer payments,TOTAL,68450,470749365.09816045
2020,2,Merchant payments,TOTAL,15132,19679330.186414924
2020,2,Financial Services,TOTAL,337,786069.1630768818
2020,2,Others,TOTAL,490,490894.93818109273
2020,3,Peer-to-peer payments,TOTAL,108345,751333715.2896031
2020,3,Recharge & bill payments,TOTAL,81623,40380074.55014179
2020,3,Merchant payments,TOTAL,36861,40538778.75651745
2020,3,Financial Services,TOTAL,621,2334917.7832646337
2020,3,Others,TOTAL,772,900013.678666259
2020,4,Peer-to-peer payments,TOTAL,151582,985814864.3429123
2020,4,Recharge & bill payments,TOTAL,94133,44185250.8636451
2020,4,Merchant payments,TOTAL,83868,77511378.30739444
2020,4,Financial Services,TOTAL,729,1965054.5898611392
2020,4,Others,TOTAL,1822,2486922.4041473325
2021,1,Peer-to-peer payments,TOTAL,141894,869999786.1513934
2021,1,Recharge & bill payments,TOTAL,72719,35459532.4121063
2021,1,Merchant payments,TOTAL,58875,74977913.47237433
2021,1,Financial Services,TOTAL,629,1455016.148284281
2021,1,Others,TOTAL,1298,1527565.0627209258
2021,2,Peer-to-peer payments,TOTAL,209818,1259044412.4358737
2021,2,Recharge & bill payments,TOTAL,95458,44754721.82815341
2021,2,Merchant payments,TOTAL,92078,119608470.0411553
2021,2,Financial Services,TOTAL,755,1756762.1471181023
2021,2,Others,TOTAL,1607,2094729.0180191218
2021,3,Peer-to-peer payments,TOTAL,330919,1917311078.1287262
2021,3,Merchant payments,TOTAL,135108,233260756.5088715
2021,3,Recharge & bill payments,TOTAL,121856,58750081.8151172
2021,3,Financial Services,TOTAL,900,1911625.5446910746
2021,3,Others,TOTAL,2204,2751201.9371823343
2021,4,Peer-to-peer payments,TOTAL,337120,1804428550.1884875
2021,4,Merchant payments,TOTAL,169110,284786365.9296017
2021,4,Recharge & bill payments,TOTAL,120607,58403893.47253243
2021,4,Financial Services,TOTAL,912,3068708.947120995
2021,4,Others,TOTAL,2438,2847620.2425241945
2022,1,Peer-to-peer payments,TOTAL,343041,1685241980.664183
2022,1,Merchant payments,TOTAL,167100,279354508.988595
2022,1,Recharge & bill payments,TOTAL,116486,56203999.28920926
2022,1,Financial Services,TOTAL,1247,2023327.6779848374
2022,1,Others,TOTAL,2141,2217102.222236882
2022,2,Peer-to-peer payments,TOTAL,608870,2941624382.277109
2022,2,Merchant payments,TOTAL,346146,508439376.68091977
2022,2,Recharge & bill payments,TOTAL,158996,88531677.99442025
2022,2,Financial Services,TOTAL,1585,2487560.1853386
2022,2,Others,TOTAL,2476,2235180.8584825676
2022,3,Peer-to-peer payments,TOTAL,659896,2955729492.4985514
2022,3,Merchant payments,TOTAL,367022,551472983.879604
2022,3,Recharge & bill payments,TOTAL,160269,94288872.34747365
2022,3,Financial Services,TOTAL,1555,1815866.8961950848
2022,3,Others,TOTAL,2116,1892134.7520804727
2022,4,Peer-to-peer payments,TOTAL,559259,2350047971.603546
2022,4,Merchant payments,TOTAL,382456,462189599.28430265
2022,4,Recharge & bill payments,TOTAL,138793,79767790.98577228
2022,4,Financial Services,TOTAL,1248,1198715.2123450316
2022,4,Others,TOTAL,1616,1273495.592982805
2023,1,Peer-to-peer payments,TOTAL,796687,3112641857.0
2023,1,Merchant payments,TOTAL,561734,601420766.0
2023,1,Recharge & bill payments,TOTAL,204592,129440564.0
2023,1,Financial Services,TOTAL,1610,3389191.0
2023,1,Others,TOTAL,2623,2128920.0
2023,2,Peer-to-peer payments,TOTAL,1479909,5891146705.0
2023,2,Merchant payments,TOTAL,1121362,1074373616.0
2023,2,Recharge & bill payments,TOTAL,337017,218229701.0
2023,2,Financial Services,TOTAL,1885,4432032.0
2023,2,Others,TOTAL,3642,2921832.0
2023,3,Peer-to-peer payments,TOTAL,1781959,6563524375.0
2023,3,Merchant payments,TOTAL,1429581,1424016428.0
2023,3,Recharge & bill payments,TOTAL,402319,245485697.0
2023,3,Financial Services,TOTAL,3579,14887998.0
2023,3,Others,TOTAL,3928,2657745.0
2023,4,Peer-to-peer payments,TOTAL,1435341,5438596932.0
2023,4,Merchant payments,TOTAL,1375598,1254754525.0
2023,4,Recharge & bill payments,TOTAL,332620,236148603.0
2023,4,Financial Services,TOTAL,3065,11423623.0
2023,4,Others,TOTAL,3594,2063262.0
2024,1,Merchant payments,TOTAL,1428526,1281667292.0
2024,1,Peer-to-peer payments,TOTAL,1254570,4577031986.0
2024,1,Recharge & bill payments,TOTAL,298740,214700854.0
2024,1,Financial Services,TOTAL,3182,10455927.0
2024,1,Others,TOTAL,2083,1534602.0
2024,2,Merchant payments,TOTAL,2761232,2170015196.0
2024,2,Peer-to-peer payments,TOTAL,2149877,7634966556.0
2024,2,Recharge & bill payments,TOTAL,406967,297269115.0
2024,2,Financial Services,TOTAL,6138,20236628.0
2024,2,Others,TOTAL,3145,3235853.0
2024,3,Merchant payments,TOTAL,3611810,2756672878.0
2024,3,Peer-to-peer payments,TOTAL,2736391,9505200187.0
2024,3,Recharge & bill payments,TOTAL,552948,365822129.0
2024,3,Financial Services,TOTAL,9965,22212555.0
2024,3,Others,TOTAL,2771,2963963.0
2024,4,Merchant payments,TOTAL,3102085,2456167697.0
2024,4,Peer-to-peer payments,TOTAL,2154011,8079768687.0
2024,4,Recharge & bill payments,TOTAL,439533,298305142.0
2024,4,Financial Services,TOTAL,14100,18009192.0
2024,4,Others,TOTAL,1555,2166936.0
2018,1,Peer-to-peer payments,TOTAL,423,1860278.2784597143
2018,1,Recharge & bill payments,TOTAL,342,61432.04938505074
2018,1,Merchant payments,TOTAL,5,590.7505138175776
2018,1,Others,TOTAL,8,6310.102519157715
2018,2,Peer-to-peer payments,TOTAL,1315,5757123.079919379
2018,2,Recharge & bill payments,TOTAL,750,353202.7988510042
2018,2,Merchant payments,TOTAL,42,64568.47789279556
2018,2,Financial Services,TOTAL,6,9134.413223158994
2018,2,Others,TOTAL,19,3780.7695141997474
2018,3,Peer-to-peer payments,TOTAL,841,3926048.74488305
2018,3,Recharge & bill payments,TOTAL,760,300978.32420203416
2018,3,Merchant payments,TOTAL,87,94046.43333034206
2018,3,Others,TOTAL,15,17958.809570422687
2018,4,Recharge & bill payments,TOTAL,792,351201.0879000404
2018,4,Peer-to-peer payments,TOTAL,689,3841230.430870924
2018,4,Merchant payments,TOTAL,144,262079.85573632165
2018,4,Financial Services,TOTAL,6,389.8932323919954
2018,4,Others,TOTAL,11,8312.430483153179
2019,1,Peer-to-peer payments,TOTAL,1183,8221402.368536929
2019,1,Recharge & bill payments,TOTAL,1173,353870.52398354514
2019,1,Merchant payments,TOTAL,113,183062.1455975621
2019,1,Others,TOTAL,12,27795.441220958
2019,2,Recharge & bill payments,TOTAL,1448,436735.1684614296
2019,2,Peer-to-peer payments,TOTAL,1318,8602732.117788196
2019,2,Merchant payments,TOTAL,137,190716.5411561734
2019,2,Others,TOTAL,23,12340.30958308919
2019,3,Recharge & bill payments,TOTAL,1528,503049.2411913635
2019,3,Peer-to-peer payments,TOTAL,1455,8923273.862948446
2019,3,Merchant payments,TOTAL,111,215159.68119447335
2019,3,Others,TOTAL,10,10278.678434187355
2019,4,Recharge & bill payments,TOTAL,1801,618155.9004644766
2019,4,Peer-to-peer payments,TOTAL,1753,10383413.246670496
2019,4,Merchant payments,TOTAL,188,211413.62244321496
2019,4,Financial Services,TOTAL,2,34.39721181625656
2019,4,Others,TOTAL,21,56896.23813384895
2020,1,Recharge & bill payments,TOTAL,2684,789255.2646123999
2020,1,Peer-to-peer payments,TOTAL,2068,12463327.261836832
2020,1,Merchant payments,TOTAL,387,216594.03077193064
2020,1,Others,TOTAL,12,33192.017283045374
2020,2,Recharge & bill payments,TOTAL,4497,1061694.138574572
2020,2,Peer-to-peer payments,TOTAL,2176,14718605.188911092
2020,2,Merchant payments,TOTAL,472,971609.4583537823
2020,2,Financial Services,TOTAL,60,158593.59701229632
2020,2,Others,TOTAL,15,32419.703092655054
2020,3,Recharge & bill payments,TOTAL,4696,1186947.553816269
2020,3,Peer-to-peer payments,TOTAL,2946,19189391.618742835
2020,3,Merchant payments,TOTAL,903,842981.169451366
2020,3,Financial Services,TOTAL,27,45457.50970027798
2020,3,Others,TOTAL,17,42055.45694608544
2020,4,Recharge & bill payments,TOTAL,5187,1499298.1127799235
2020,4,Peer-to-peer payments,TOTAL,4741,27284123.245665
2020,4,Merchant payments,TOTAL,1668,1227101.6378793938
2020,4,Financial Services,TOTAL,22,13968.7539965527
2020,4,Others,TOTAL,32,86826.16675951776
2021,1,Peer-to-peer payments,TOTAL,3942,24823715.017422147
2021,1,Recharge & bill payments,TOTAL,3541,1070209.4218526704
2021,1,Merchant payments,TOTAL,1537,1040213.7953898906
2021,1,Financial Services,TOTAL,19,15929.095105497145
2021,1,Others,TOTAL,46,92715.5843109472
2021,2,Recharge & bill payments,TOTAL,5499,1745295.828077295
2021,2,Peer-to-peer payments,TOTAL,4069,23996417.49366483
2021,2,Merchant payments,TOTAL,1743,1525331.9146529401
2021,2,Financial Services,TOTAL,29,15052.018496008179
2021,2,Others,TOTAL,44,101366.40306045809
2021,3,Peer-to-peer payments,TOTAL,5687,34142107.520169854
2021,3,Recharge & bill payments,TOTAL,5153,1700287.4734963956
2021,3,Merchant payments,TOTAL,2450,2750367.063028222
2021,3,Financial Services,TOTAL,48,137227.35390598275
2021,3,Others,TOTAL,32,73174.28816768769
2021,4,Peer-to-peer payments,TOTAL,7154,44696668.86120765
2021,4,Recharge & bill payments,TOTAL,5355,2093901.2918026838
2021,4,Merchant payments,TOTAL,2872,4071239.087436496
2021,4,Financial Services,TOTAL,27,19994.541946360278
2021,4,Others,TOTAL,62,116381.74598782149
2022,1,Peer-to-peer payments,TOTAL,7913,48590864.56835763
2022,1,Recharge & bill payments,TOTAL,5334,2322580.1695599537
2022,1,Merchant payments,TOTAL,3048,3838358.3586293925
2022,1,Financial Services,TOTAL,39,38274.22628876488
2022,1,Others,TOTAL,63,149355.3310943247
2022,2,Peer-to-peer payments,TOTAL,8491,48451728.04746901
2022,2,Recharge & bill payments,TOTAL,5366,2386144.714677198
2022,2,Merchant payments,TOTAL,3602,4895657.060086848
2022,2,Financial Services,TOTAL,59,87127.8249489804
2022,2,Others,TOTAL,51,108944.34272364664
2022,3,Peer-to-peer payments,TOTAL,7533,40029003.82575238
2022,3,Recharge & bill payments,TOTAL,4441,1936538.3067545425
2022,3,Merchant payments,TOTAL,3142,5469200.646094429
2022,3,Financial Services,TOTAL,64,63629.88416689246
2022,3,Others,TOTAL,61,81636.9547320153
2022,4,Peer-to-peer payments,TOTAL,8686,47450386.0033243
2022,4,Recharge & bill payments,TOTAL,4557,2024739.1542023947
2022,4,Merchant payments,TOTAL,3819,5250991.002376802
2022,4,Financial Services,TOTAL,35,26453.0247779254
2022,4,Others,TOTAL,50,61304.43025482374
2023,1,Peer-to-peer payments,TOTAL,14918,73202195.0
2023,1,Recharge & bill payments,TOTAL,8287,3929048.0
2023,1,Merchant payments,TOTAL,6123,7988014.0
2023,1,Financial Services,TOTAL,153,160430.0
2023,1,Others,TOTAL,39,42274.0
2023,2,Peer-to-peer payments,TOTAL,16924,80630344.0
2023,2,Merchant payments,TOTAL,9524,12585603.0
2023,2,Recharge & bill payments,TOTAL,8287,4632264.0
2023,2,Financial Services,TOTAL,105,52460.0
2023,2,Others,TOTAL,78,86767.0
2023,3,Peer-to-peer payments,TOTAL,20220,77301147.0
2023,3,Merchant payments,TOTAL,14902,12027729.0
2023,3,Recharge & bill payments,TOTAL,8577,5093309.0
2023,3,Financial Services,TOTAL,16,12540.0
2023,3,Others,TOTAL,42,92336.0
2023,4,Merchant payments,TOTAL,27931,20455699.0
2023,4,Peer-to-peer payments,TOTAL,25886,93623472.0
2023,4,Recharge & bill payments,TOTAL,9527,5537222.0
2023,4,Financial Services,TOTAL,79,102991.0
2023,4,Others,TOTAL,56,111999.0
2024,1,Merchant payments,TOTAL,42704,26729830.0
2024,1,Peer-to-peer payments,TOTAL,28805,96802351.0
2024,1,Recharge & bill payments,TOTAL,9584,6450723.0
2024,1,Financial Services,TOTAL,36,19372.0
2024,1,Others,TOTAL,47,50105.0
2024,2,Merchant payments,TOTAL,68346,33965752.0
2024,2,Peer-to-peer payments,TOTAL,30929,105941312.0
